2.500000000000000052e-03 1.288000000000000078e+01 8.800000000000000044e-01
3.000000000000000062e-03 1.689000000000000057e+01 7.199999999999999734e-01
4.000000000000000083e-03 1.050999999999999979e+01 5.600000000000000533e-01
4.300000000000000003e-03 1.308000000000000007e+01 5.100000000000000089e-01
5.000000000000000104e-03 1.328999999999999915e+01 4.299999999999999933e-01
5.300000000000000024e-03 1.564000000000000057e+01 4.099999999999999756e-01
5.300000000000000024e-03 1.391000000000000014e+01 4.099999999999999756e-01
5.599999999999999943e-03 1.461999999999999922e+01 4.000000000000000222e-01
5.799999999999999600e-03 1.667999999999999972e+01 3.800000000000000044e-01
6.100000000000000387e-03 1.539000000000000057e+01 3.599999999999999867e-01
6.300000000000000044e-03 1.530000000000000071e+01 3.499999999999999778e-01
6.300000000000000044e-03 1.313000000000000078e+01 3.400000000000000244e-01
6.499999999999999702e-03 1.701999999999999957e+01 3.400000000000000244e-01
6.499999999999999702e-03 1.322000000000000064e+01 3.300000000000000155e-01
6.599999999999999964e-03 1.481000000000000050e+01 3.400000000000000244e-01
6.599999999999999964e-03 1.308999999999999986e+01 3.300000000000000155e-01
6.700000000000000226e-03 1.268999999999999950e+01 3.300000000000000155e-01
6.700000000000000226e-03 1.341999999999999993e+01 3.200000000000000067e-01
7.000000000000000146e-03 1.297000000000000064e+01 3.099999999999999978e-01
7.000000000000000146e-03 1.323000000000000043e+01 3.099999999999999978e-01
7.400000000000000328e-03 1.444999999999999929e+01 2.899999999999999800e-01
7.700000000000000247e-03 1.383999999999999986e+01 2.800000000000000266e-01
7.700000000000000247e-03 1.322000000000000064e+01 2.899999999999999800e-01
8.000000000000000167e-03 1.416000000000000014e+01 2.700000000000000178e-01
8.600000000000000006e-03 1.424000000000000021e+01 2.500000000000000000e-01
8.699999999999999400e-03 1.481000000000000050e+01 2.500000000000000000e-01
8.699999999999999400e-03 1.425000000000000000e+01 2.700000000000000178e-01
8.999999999999999320e-03 1.366999999999999993e+01 2.399999999999999911e-01
9.400000000000000369e-03 1.391999999999999993e+01 2.300000000000000100e-01
9.499999999999999764e-03 1.409999999999999964e+01 2.300000000000000100e-01
9.599999999999999159e-03 1.441999999999999993e+01 2.300000000000000100e-01
9.599999999999999159e-03 1.417999999999999972e+01 2.300000000000000100e-01
9.599999999999999159e-03 1.382000000000000028e+01 2.300000000000000100e-01
9.700000000000000289e-03 1.547000000000000064e+01 2.399999999999999911e-01
1.039999999999999952e-02 1.392999999999999972e+01 2.099999999999999922e-01
1.039999999999999952e-02 1.417999999999999972e+01 2.099999999999999922e-01
1.039999999999999952e-02 1.392999999999999972e+01 2.099999999999999922e-01
1.050000000000000065e-02 1.428999999999999915e+01 2.099999999999999922e-01
1.050000000000000065e-02 1.453999999999999915e+01 2.099999999999999922e-01
1.060000000000000005e-02 1.623000000000000043e+01 2.099999999999999922e-01
1.060000000000000005e-02 1.436999999999999922e+01 2.099999999999999922e-01
1.110000000000000049e-02 1.425000000000000000e+01 2.500000000000000000e-01
1.129999999999999928e-02 1.400999999999999979e+01 3.599999999999999867e-01
1.170000000000000033e-02 1.667999999999999972e+01 1.900000000000000022e-01
1.200000000000000025e-02 1.485999999999999943e+01 2.000000000000000111e-01
1.209999999999999964e-02 1.423000000000000043e+01 2.500000000000000000e-01
1.280000000000000061e-02 1.535999999999999943e+01 2.000000000000000111e-01
1.290000000000000001e-02 1.486999999999999922e+01 1.700000000000000122e-01
1.299999999999999940e-02 1.365000000000000036e+01 2.500000000000000000e-01
1.310000000000000053e-02 1.466000000000000014e+01 1.700000000000000122e-01
1.329999999999999932e-02 1.486999999999999922e+01 1.600000000000000033e-01
1.329999999999999932e-02 1.508999999999999986e+01 1.700000000000000122e-01
1.349999999999999985e-02 1.439000000000000057e+01 1.600000000000000033e-01
1.349999999999999985e-02 1.443999999999999950e+01 1.600000000000000033e-01
1.389999999999999916e-02 1.555000000000000071e+01 1.600000000000000033e-01
